example_id,label
1230,1
1231,1
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,1
1239,0
1240,1
1241,1
1242,0
1243,1
1244,1
1245,1
1246,0
1247,1
1248,1
1249,1
1250,1
1251,0
1252,0
1253,0
1254,1
1255,1
1256,0
1257,1
1258,0
1259,1
1260,0
1261,0
1262,0
1263,0
1264,0
1265,1
1266,0
1267,0
1268,1
1269,0
1270,0
1271,1
1272,1
1273,1
1274,1
1275,1
1276,1
1277,0
1278,0
1279,0
1280,1
1281,0
1282,0
1283,1
1284,1
1285,1
1286,1
1287,0
1288,1
1289,0
1290,1
1291,0
1292,1
1293,1
1294,0
1295,0
1296,0
1297,0
1298,1
1299,1
1300,1
1301,0
1302,0
1303,0
1304,1
1305,1
1306,0
1307,0
1308,0
1309,0
1310,1
1311,0
1312,0
1313,0
1314,0
1315,1
1316,0
1317,1
1318,1
1319,0
1320,0
1321,0
1322,0
1323,0
1324,1
1325,1
1326,0
1327,0
1328,0
1329,1
1330,0
1331,0
1332,1
1333,0
1334,0
1335,0
1336,1
1337,0
1338,1
1339,0
1340,0
1341,1
1342,1
1343,0
1344,1
1345,0
1346,0
1347,0
1348,1
1349,1
1350,0
1351,1
1352,0
1353,0
1354,1
1355,0
1356,1
1357,0
1358,0
1359,1
1360,1
1361,0
1362,1
1363,1
1364,1
1365,1
1366,0
1367,1
1368,1
1369,1
1370,1
1371,1
1372,1
1373,1
1374,0
1375,1
1376,1
1377,0
1378,1
1379,0
1380,1
1381,1
1382,0
1383,1
1384,0
1385,1
1386,0
1387,1
1388,0
1389,0
1390,1
1391,0
1392,0
1393,0
1394,0
1395,1
1396,1
1397,0
1398,0
1399,1
1400,0
1401,1
1402,0
1403,0
1404,0
1405,0
1406,1
1407,0
1408,0
1409,1
1410,0
1411,1
1412,0
1413,1
1414,0
1415,0
1416,1
1417,0
1418,0
1419,1
1420,0
1421,0
1422,0
1423,0
1424,0
1425,1
1426,0
1427,0
1428,1
1429,1
1430,1
1431,0
1432,1
1433,0
1434,0
1435,0
1436,1
1437,0
1438,1
1439,0
1440,0
1441,1
1442,0
1443,1
1444,0
1445,0
1446,0
1447,0
1448,1
1449,1
1450,1
1451,0
1452,1
1453,0
1454,1
1455,0
1456,0
1457,1
1458,1
1459,0
1460,0
1461,0
1462,0
1463,1
1464,1
1465,1
1466,0
1467,1
1468,0
1469,0
1470,1
1471,1
1472,1
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,1
1483,1
1484,1
1485,1
1486,1
1487,1
1488,1
1489,1
1490,1
1491,0
1492,1
1493,0
1494,1
1495,1
1496,0
1497,0
1498,1
1499,0
1500,1
1501,1
1502,0
1503,1
1504,0
1505,0
1506,0
1507,1
1508,0
1509,1
1510,1
1511,1
1512,0
1513,0
1514,1
1515,0
1516,1
1517,0
1518,1
1519,1
1520,0
1521,1
1522,1
1523,1
1524,1
1525,0
1526,1
1527,0
1528,0
1529,0
1530,0
1531,1
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,1
1540,0
1541,0
1542,1
1543,1
1544,0
1545,0
1546,0
1547,0
1548,1
1549,1
1550,0
1551,0
1552,0
1553,1
1554,0
1555,0
1556,1
1557,0
1558,1
1559,0
1560,0
1561,0
1562,1
1563,1
1564,1
1565,0
1566,0
1567,0
1568,0
1569,0
1570,1
1571,0
1572,1
1573,1
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,1
1581,1
1582,0
1583,1
1584,1
1585,0
1586,1
1587,0
1588,0
1589,0
1590,0
1591,1
1592,1
1593,0
1594,0
1595,1
1596,1
1597,0
1598,1
1599,0
1600,1
1601,0
1602,1
1603,1
1604,1
1605,0
1606,1
1607,0
1608,0
1609,0
1610,0
1611,0
1612,1
1613,1
1614,1
1615,0
1616,0
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,0
1624,1
1625,0
1626,1
1627,0
1628,0
1629,1
1630,1
1631,0
1632,1
1633,0
1634,1
1635,0
1636,1
1637,0
1638,0
1639,0
1640,1
1641,0
1642,1
1643,1
1644,1
1645,0
1646,1
1647,0
1648,0
1649,1
1650,1
1651,1
1652,1
1653,0
1654,0
1655,1
1656,1
1657,1
1658,0
1659,0
1660,1
1661,0
1662,1
1663,1
1664,1
1665,0
1666,1
1667,1
1668,1
1669,0
1670,1
1671,0
1672,1
1673,0
1674,0
1675,0
1676,0
1677,1
1678,1
1679,0
1680,1
1681,0
1682,1
1683,0
1684,1
1685,1
1686,0
1687,1
1688,1
1689,1
1690,0
1691,0
1692,0
1693,0
1694,1
1695,0
1696,1
1697,0
1698,0
1699,0
1700,1
1701,0
1702,0
1703,0
1704,0
1705,0
1706,1
1707,0
1708,1
1709,0
1710,1
1711,0
1712,1
1713,1
1714,1
1715,1
1716,1
1717,0
1718,1
1719,0
1720,0
1721,0
1722,1
1723,0
1724,0
1725,1
1726,1
1727,0
1728,0
1729,0
1730,1
1731,0
1732,0
1733,1
1734,1
1735,0
1736,1
1737,1
1738,0
1739,0
1740,0
1741,0
1742,1
1743,0
1744,0
1745,0
1746,1
1747,0
1748,1
1749,1
1750,0
1751,1
1752,0
1753,0
1754,1
1755,0
1756,1
1757,0
1758,1
1759,0
1760,0
1761,0
1762,0
1763,0
1764,1
1765,1
1766,1
1767,0
1768,1
1769,0
1770,0
1771,0
1772,1
1773,0
1774,1
1775,0
1776,0
1777,0
1778,1
1779,1
1780,0
1781,0
1782,1
1783,1
1784,0
1785,1
1786,1
1787,0
1788,0
1789,1
1790,0
1791,1
1792,1
1793,0
1794,0
1795,1
1796,0
1797,0
1798,1
1799,0
1800,1
1801,1
1802,1
1803,0
1804,1
1805,1
1806,0
1807,0
1808,1
1809,0
1810,0
1811,1
1812,1
1813,0
1814,0
1815,1
1816,1
1817,0
1818,0
1819,1
1820,1
1821,0
1822,0
1823,0
1824,1
1825,1
1826,1
1827,0
1828,0
1829,0
1830,1
1831,0
1832,0
1833,1
1834,0
1835,1
1836,0
1837,0
1838,0
1839,0
1840,1
1841,1
1842,0
1843,1
1844,1
1845,0
1846,1
1847,0
1848,1
1849,0
1850,1
1851,1
1852,0
1853,1
1854,1
1855,0
1856,0
1857,1
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,1
1866,0
1867,1
1868,0
1869,1
1870,1
1871,1
1872,0
1873,0
1874,1
1875,1
1876,0
1877,1
1878,1
1879,1
1880,0
1881,1
1882,1
1883,1
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,0
1891,1
1892,1
1893,1
1894,1
1895,0
1896,0
1897,1
1898,0
1899,1
1900,1
1901,0
1902,0
1903,1
1904,0
1905,1
1906,1
1907,0
1908,1
1909,1
1910,1
1911,1
1912,0
1913,1
1914,0
1915,1
1916,1
1917,0
1918,1
1919,0
1920,1
1921,0
1922,0
1923,1
1924,1
1925,1
1926,1
1927,1
1928,0
1929,0
1930,0
1931,0
1932,0
1933,1
1934,0
1935,0
1936,0
1937,1
1938,1
1939,1
1940,1
1941,0
1942,1
1943,0
1944,1
1945,0
1946,1
1947,0
1948,0
1949,1
1950,0
1951,1
1952,0
1953,1
1954,1
1955,0
1956,1
1957,0
1958,0
1959,0
1960,0
1961,1
1962,1
1963,1
1964,1
1965,0
1966,1
1967,0
1968,0
1969,1
1970,1
1971,1
1972,1
1973,0
1974,0
1975,0
1976,1
1977,0
1978,0
1979,0
1980,0
1981,1
1982,1
1983,0
1984,1
1985,0
1986,1
1987,0
1988,0
1989,0
1990,1
1991,1
1992,0
1993,1
1994,1
1995,0
1996,1
1997,0
1998,0
1999,0
2000,1
2001,1
2002,0
2003,0
2004,0
2005,0
2006,0
2007,1
2008,0
2009,0
2010,0
2011,0
2012,1
2013,1
2014,0
2015,1
2016,1
2017,1
2018,0
2019,0
2020,0
2021,1
2022,1
2023,1
2024,1
2025,1
2026,0
2027,1
2028,0
2029,1
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,1
2037,0
2038,0
2039,1
2040,1
2041,1
2042,0
2043,1
2044,0
2045,1
2046,0
2047,0
2048,0
2049,1
2050,1
2051,1
2052,0
2053,0
2054,1
2055,1
2056,1
2057,1
2058,1
2059,0
2060,0
2061,0
2062,1
2063,0
2064,0
2065,1
2066,1
2067,0
2068,0
2069,1
2070,0
2071,1
2072,1
2073,1
2074,0
2075,1
2076,1
2077,1
2078,0
2079,0
2080,1
2081,1
2082,0
2083,0
2084,0
2085,1
2086,0
2087,1
2088,0
2089,1
2090,1
2091,0
2092,0
2093,1
2094,0
2095,1
2096,0
2097,0
2098,1
2099,0
2100,1
2101,0
2102,0
2103,0
2104,0
2105,1
2106,1
2107,1
2108,0
2109,1
2110,0
2111,0
2112,1
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,1
2120,1
2121,0
2122,0
2123,1
2124,1
2125,1
2126,1
2127,0
2128,0
2129,0
2130,1
2131,0
2132,0
2133,0
2134,1
2135,0
2136,0
2137,1
2138,0
2139,0
2140,0
2141,0
2142,1
2143,0
2144,1
2145,1
2146,1
2147,0
2148,0
2149,1
2150,1
2151,0
2152,1
2153,0
2154,0
2155,1
2156,0
2157,1
2158,1
2159,1
2160,0
2161,0
2162,1
2163,1
2164,0
2165,0
2166,1
2167,1
2168,0
2169,1
2170,0
2171,0
2172,1
2173,0
2174,0
2175,1
2176,1
2177,0
2178,1
2179,0
2180,1
2181,0
2182,1
2183,1
2184,0
2185,1
2186,0
2187,0
2188,0
2189,1
2190,0
2191,1
2192,1
2193,0
2194,1
2195,1
2196,0
2197,1
2198,0
2199,0
2200,0
2201,0
2202,0
2203,0
2204,0
2205,1
2206,0
2207,0
2208,1
2209,0
2210,0
2211,1
2212,1
2213,0
2214,1
2215,0
2216,1
2217,0
2218,1
2219,0
2220,1
2221,0
2222,1
2223,1
2224,0
2225,0
2226,0
2227,0
2228,1
2229,1
2230,0
2231,0
2232,1
2233,1
2234,1
2235,1
2236,0
2237,0
2238,0
2239,0
2240,0
2241,0
2242,1
2243,0
2244,0
2245,0
2246,0
2247,0
2248,0
2249,0
2250,1
2251,0
2252,0
2253,0
2254,1
2255,0
2256,0
2257,0
2258,0
2259,1
2260,1
2261,1
2262,1
2263,1
2264,0
2265,0
2266,0
2267,0
2268,1
2269,0
2270,0
2271,1
2272,1
2273,0
2274,0
2275,1
2276,1
2277,0
2278,0
2279,0
2280,0
2281,0
2282,0
2283,0
2284,1
2285,0
2286,0
2287,1
2288,0
2289,0
2290,0
2291,1
2292,0
2293,0
2294,0
2295,1
2296,1
2297,1
2298,0
2299,1
2300,0
2301,0
2302,0
2303,1
2304,1
2305,0
2306,0
2307,1
2308,0
2309,1
2310,0
2311,0
2312,1
2313,0
2314,0
2315,0
2316,0
2317,0
2318,1
2319,0
2320,1
2321,1
2322,0
2323,1
2324,1
2325,0
2326,0
2327,1
2328,1
2329,1
2330,0
2331,1
2332,0
2333,0
2334,1
2335,0
2336,0
2337,0
2338,0
2339,1
2340,0
2341,1
2342,1
2343,0
2344,1
2345,1
2346,0
2347,0
2348,1
2349,0
2350,1
2351,0
2352,1
2353,0
2354,0
2355,1
2356,1
2357,1
2358,1
2359,0
2360,1
2361,0
2362,1
2363,0
2364,1
2365,1
2366,0
2367,1
2368,0
2369,0
2370,0
2371,1
2372,1
2373,0
2374,0
2375,1
2376,0
2377,1
2378,0
2379,0
2380,1
2381,1
2382,1
2383,0
2384,0
2385,0
2386,1
2387,1
2388,0
2389,1
2390,1
2391,0
2392,1
2393,0
2394,1
2395,1
2396,1
2397,1
2398,0
2399,0
2400,1
2401,1
2402,1
2403,0
2404,1
2405,0
2406,1
2407,0
2408,0
2409,0
2410,0
2411,0
2412,0
2413,0
2414,0
2415,1
2416,1
2417,1
2418,1
2419,0
2420,0
2421,0
2422,1
2423,1
2424,1
2425,0
2426,1
2427,1
2428,1
2429,0
2430,0
2431,0
2432,1
2433,1
2434,0
2435,1
2436,0
2437,0
2438,1
2439,0
2440,0
2441,0
2442,0
2443,1
2444,0
2445,0
2446,1
2447,0
2448,0
2449,0
2450,1
2451,0
2452,0
2453,1
2454,1
2455,0
2456,0
2457,1
2458,0
2459,0
2460,0
2461,0
2462,0
2463,0
2464,0
2465,0
2466,0
2467,1
2468,0
2469,1
2470,0
2471,0
2472,0
2473,1
2474,0
2475,0
2476,1
2477,0
2478,1
2479,1
2480,1
2481,1
2482,0
2483,1
2484,0
2485,0
2486,0
2487,1
2488,1
2489,0
2490,1
2491,1
2492,0
2493,0
2494,1
2495,0
2496,0
2497,1
2498,0
2499,0
2500,1
2501,0
2502,1
2503,1
2504,0
2505,0
2506,1
2507,0
2508,1
2509,0
2510,0
2511,1
2512,1
2513,0
2514,0
2515,1
2516,0
2517,0
2518,0
2519,1
2520,0
2521,0
2522,0
2523,0
2524,0
2525,0
2526,0
2527,1
2528,1
2529,0
2530,0
2531,0
2532,1
2533,0
2534,0
2535,0
2536,0
2537,1
2538,1
2539,0
2540,1
2541,1
2542,0
2543,0
2544,0
2545,1
2546,0
2547,0
2548,0
2549,1
2550,1
2551,0
2552,1
2553,0
2554,1
2555,0
2556,0
2557,0
2558,0
2559,1
2560,0
2561,1
2562,1
2563,0
2564,0
2565,1
2566,1
2567,1
2568,1
2569,0
2570,0
2571,1
2572,1
2573,1
2574,1
2575,1
2576,0
2577,0
2578,0
2579,0
2580,1
2581,0
2582,0
2583,1
2584,0
2585,0
2586,0
2587,0
2588,1
2589,0
2590,1
2591,0
2592,0
2593,1
2594,0
2595,0
2596,1
2597,1
2598,0
2599,0
2600,0
2601,0
2602,0
2603,0
2604,0
2605,0
2606,0
2607,0
2608,0
2609,1
2610,1
2611,1
2612,0
2613,1
2614,0
2615,0
2616,0
2617,0
2618,0
2619,1
2620,0
2621,1
2622,1
2623,1
2624,1
2625,0
2626,0
2627,1
2628,0
2629,0
2630,0
2631,1
2632,1
2633,1
2634,0
2635,0
2636,0
2637,1
2638,0
2639,1
2640,1
2641,1
2642,0
2643,0
2644,0
2645,0
2646,1
2647,1
2648,0
2649,1
2650,1
2651,0
2652,0
2653,1
2654,0
2655,1
2656,1
2657,1
2658,0
2659,1
2660,0
2661,0
2662,0
2663,0
2664,1
2665,1
2666,0
2667,0
2668,1
2669,0
2670,0
2671,0
2672,0
2673,1
2674,0
2675,0
2676,1
2677,1
2678,1
2679,1
2680,0
2681,1
2682,0
2683,1
2684,0
2685,1
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,0
2693,1
2694,1
2695,1
2696,0
2697,1
2698,0
2699,0
2700,0
2701,0
2702,0
2703,0
2704,0
2705,0
2706,0
2707,0
2708,0
2709,1
2710,1
2711,0
2712,0
2713,0
2714,1
2715,0
2716,0
2717,0
2718,0
2719,1
2720,0
2721,1
2722,1
2723,1
2724,0
2725,0
2726,1
2727,0
2728,0
2729,0
2730,1
2731,0
2732,1
2733,1
2734,1
2735,0
2736,1
2737,0
2738,0
2739,1
2740,1
2741,0
2742,0
2743,0
2744,0
2745,1
2746,0
2747,0
2748,1
2749,1
2750,0
2751,1
2752,1
2753,0
2754,1
2755,1
2756,0
2757,0
2758,0
2759,0
2760,1
2761,1
2762,1
2763,1
2764,0
2765,1
2766,1
2767,0
2768,1
2769,1
2770,0
2771,1
2772,1
2773,0
2774,0
2775,1
2776,0
2777,0
2778,1
2779,0
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,1
2787,0
2788,1
2789,1
2790,0
2791,0
2792,0
2793,0
2794,0
2795,0
2796,0
2797,1
2798,0
2799,1
2800,0
2801,0
2802,0
2803,0
2804,1
2805,0
2806,0
2807,1
2808,0
2809,1
2810,0
2811,0
2812,1
2813,1
2814,0
2815,1
2816,0
2817,1
2818,1
2819,1
2820,1
2821,1
2822,0
2823,0
2824,0
2825,1
2826,1
2827,0
2828,1
2829,0
2830,0
2831,1
2832,0
2833,0
2834,1
2835,0
2836,0
2837,1
2838,0
2839,0
2840,1
2841,1
2842,1
2843,0
2844,0
2845,1
2846,1
2847,0
2848,0
2849,1
2850,0
2851,1
2852,0
2853,1
2854,0
2855,0
2856,1
2857,0
2858,0
2859,0
2860,1
2861,1
2862,1
2863,1
2864,1
2865,1
2866,0
2867,0
2868,1
2869,1
2870,1
2871,0
2872,1
2873,1
2874,0
2875,1
2876,0
2877,0
2878,0
2879,1
2880,1
2881,0
2882,1
2883,1
2884,0
2885,1
2886,0
2887,0
2888,0
2889,1
2890,0
2891,0
2892,0
2893,0
2894,0
2895,0
2896,0
2897,0
2898,0
2899,0
2900,1
2901,0
2902,0
2903,1
2904,0
2905,0
2906,0
2907,0
2908,0
2909,0
2910,1
2911,0
2912,0
2913,0
2914,0
2915,0
2916,0
2917,1
2918,0
2919,1
2920,1
2921,0
2922,1
2923,1
2924,0
2925,1
2926,1
2927,1
2928,1
2929,1
2930,0
2931,1
2932,1
2933,0
2934,0
2935,1
2936,0
2937,1
2938,0
2939,0
2940,0
2941,1
2942,0
2943,0
2944,1
2945,0
2946,1
2947,1
2948,0
2949,1
2950,0
2951,1
2952,0
2953,0
2954,0
2955,0
2956,0
2957,1
2958,0
2959,0
2960,0
2961,1
2962,0
2963,0
2964,0
2965,1
2966,1
2967,1
2968,0
2969,1
2970,0
2971,0
2972,1
2973,0
2974,0
2975,0
2976,1
2977,1
2978,1
2979,0
2980,1
2981,0
2982,0
2983,0
2984,1
2985,1
2986,0
2987,1
2988,0
2989,0
2990,1
2991,1
2992,0
2993,0
2994,0
2995,1
2996,0
